dataset,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,cls_coef,hubs,t2,t3,t4,c1,c2
Syn_Multimodal_1c,0.5530827038628087,0.3709451879584294,0.15334677247984324,0.8366666666666667,0.72,0.02084427306280986,0.27666666666666667,0.2,0.11,0.37664633759206295,0.22333333333333338,0.13666666666666666,0.6066666666666667,0.9623111111111111,0.954515050167224,0.5287043377344371,0.8558101767701356,0.02,0.016666666666666666,0.8333333333333334,0.000288558247189985,0.000799680127948954
Syn_Multimodal_2c,0.38812139249297445,0.19999500475662377,0.14714624724170586,0.8733333333333333,0.7133333333333334,0.01350605332163641,0.16333333333333333,0.12333333333333334,0.11166666666666666,0.3874510682790082,0.21999999999999997,0.11333333333333333,0.56,0.9750555555555556,0.959108138238573,0.5313358122396974,0.8749333553301473,0.02,0.02,1.0,0.0001282433591510701,0.0003554923569142332
Syn_Multimodal_3c,0.4059315208487684,0.2482047387584492,0.1575713334434704,0.8766666666666667,0.7866666666666666,0.013099231120455062,0.16666666666666666,0.11666666666666667,0.13,0.40147412536649973,0.2666666666666667,0.17,0.68,0.9820888888888889,0.9748272017837235,0.6408679602199681,0.8803531803669792,0.02,0.02,1.0,3.206012728240726e-05,8.888493844727563e-05
Syn_Noise_0pct,0.6680967571946781,0.3598618165296038,0.11414793271086572,0.7866666666666666,0.5433333333333333,0.019199220545666192,0.26666666666666666,0.18666666666666668,0.04666666666666667,0.27596506112288893,0.07666666666666666,0.08333333333333333,0.2866666666666667,0.9511777777777778,0.8751839464882943,0.30791025530208693,0.7790445625421158,0.02,0.013333333333333334,0.6666666666666666,0.0,0.0
Syn_Noise_10pct,0.7373340931935691,0.46251077259035006,0.12676359028825865,0.8566666666666667,0.6266666666666667,0.02452954494154984,0.31333333333333335,0.24666666666666667,0.09833333333333333,0.32264096348441973,0.18999999999999995,0.14,0.44666666666666666,0.9784111111111111,0.8808472686733556,0.31749374039711464,0.7909828554048558,0.02,0.013333333333333334,0.6666666666666666,0.0008016457363603235,0.00221975582685896
Syn_Noise_20pct,0.7956670367423909,0.5452406123929852,0.1551840161124011,0.9266666666666666,0.7433333333333333,0.029281927547924764,0.3433333333333333,0.30666666666666664,0.12,0.34323894791391485,0.22666666666666668,0.17666666666666667,0.54,0.9825,0.8855741360089187,0.32596244267503205,0.7982639395361272,0.02,0.013333333333333334,0.6666666666666666,0.0020528067762761726,0.005672753057968549
Syn_Blobs_4f_hard,0.11420099382095344,0.03242714700569478,0.01339471353125463,0.08,0.0,0.00014595635307530286,0.0033333333333333335,0.0,0.005,0.18067476449492123,0.010000000000000009,0.0,0.03,0.6969333333333334,0.8798439241917503,0.40368292130526107,0.7678271180822258,0.013333333333333334,0.013333333333333334,1.0,0.0,0.0
Syn_Blobs_6f_med,0.029939119842562346,0.012599910009767583,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.2102559934676863,0.0,0.0,0.03666666666666667,0.5809222222222222,0.9330880713489409,0.5249712300053375,0.829447977803766,0.02,0.016666666666666666,0.8333333333333334,0.0,0.0
Syn_Imbal_15_85,0.47250067799098583,0.10563728533558656,0.07589500525228675,0.8533333333333334,0.36666666666666664,0.0034371260393125207,0.04,0.02666666666666667,0.03333333333333333,0.22724547656108807,0.053333333333333344,0.03333333333333333,0.19,0.8655666666666667,0.8495206243032329,0.35168738594200966,0.6637966776604833,0.02,0.013333333333333334,0.6666666666666666,0.3985646135709229,0.666113350723263
Syn_Imbal_30_70,0.4394122837570695,0.22035912182425893,0.07194067386952235,0.7533333333333333,0.55,0.012799560144844107,0.15333333333333332,0.15666666666666668,0.1,0.28302592341833954,0.17666666666666664,0.12333333333333334,0.37333333333333335,0.9309555555555555,0.9068004459308807,0.3947606172053377,0.7707661028543118,0.016666666666666666,0.013333333333333334,0.8,0.1187091007693073,0.27586206896551724
Syn_Moons_large,0.2765307001065483,0.12227961667193014,0.13259369073041755,0.4266666666666667,0.20333333333333334,0.010864023294422926,0.14333333333333334,0.09666666666666666,0.0033333333333333335,0.09313209453223079,0.0033333333333332993,0.09333333333333334,0.056666666666666664,0.8626888888888888,0.8717056856187291,0.234315903375522,0.7976544581138394,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Circles_med,0.9994730368263437,0.9989324628450612,0.3485824243963275,0.73,0.5333333333333333,0.09068109509390784,0.5033333333333333,0.4633333333333333,0.011666666666666667,0.13833397923495228,0.026666666666666616,0.18666666666666668,0.09,0.9219666666666667,0.9145819397993311,0.287827096819251,0.6785244226676495,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
